Event_ID,Date,Country,Reason,Action_Summary,Action_Level,Action_Classification,Status,Type,Device,Source,manufacturer_name,device_name
a251fde8-f3c1-4447-b9c7-0257983a7a38,2023-01-29,DEU,instruction correction detected in dressing,software update,Retail,Class 3,terminated,safety alert,dressing,CDSCO,LifeSystems,dressing
b0d2f1ba-b71c-4589-89fd-ff44bba0b8df,2022-12-22,CHN,software error detected in ultrasound machine,software update,Wholesale,Class 2,terminated,recall,ultrasound machine,EMA,CardioPlus,ultrasound machine
a02b7218-27ec-47fe-a2c0-5d321f60a28c,2018-05-17,GBR,cardiac detected in defibrillator,terminated,Public Recall,Class 1,open,field safety,defibrillator,FDA,HealthTech,defibrillator
7475798e-49fc-43c6-8497-e3e1d07432df,2018-09-22,CHN,fatal detected in cardiac pacemaker,terminated,Healthcare Professional,Class 1,classified,safety alert,cardiac pacemaker,MHRA,LifeSystems,cardiac pacemaker
0b52046f-dfa9-4a5d-bd26-55156345356b,2023-09-22,MEX,death detected in ventilator,terminated,Public Recall,Class 1,terminated,safety alert,ventilator,EMA,MediNova,ventilator
345f5725-9fde-4622-9ef2-693f9d688532,2016-07-31,,documentation update detected in bandage,software update,Retail,Class 3,,safety alert,bandage,MHRA,GlobalMed,bandage
af417c22-269d-41e3-9bdd-27311e1ebd44,2016-01-13,,implant detected in surdical implant,terminated,Healthcare Professional,Class 1,,safety alert,surgical implant,TGA,GlobalMed,surgical implant
f002c18b-a425-4d2f-bfd0-5d10704828f8,2020-05-29,IND,cosmetic defect detected in syringe,recall,Retail,Class 3,classified,safety alert,syringe,Health Canada,CardioPlus,syringe
80816f56-4420-479c-89c0-a3fba58d6c10,2025-03-06,JPN,death detected in cardiac pacemaker,terminated,Hospital,Class 1,open,field safety,cardiac pacemaker,CDSCO,GlobalMed,cardiac pacemaker
45b61e1a-783b-49fe-a07a-8dc417b71e5d,2017-04-09,MEX,death detected in infusion pump,recall,Public Recall,Class 1,classified,recall,infusion pump,TGA,LifeSystems,infusion pump
14803,2017-02-20,USA,"Recall initiated due to inadequate validation/qualification of sterilization processes, and package integrity for products released for distribution as sterile.",Recall,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Recall,usa-device-recall-gauze-sponge-2-x2-8ply,U.S. Food and Drug Administration,,
96230,2017-02-20,,THE EXTENSION SET TUBING THcT CONNECTS TO THE T ADAPTiR IS NOT COMPLETLY INSErTED INTO THE RECEPTIVE AREA OF THE T ADAPTER THE TUBING DISCONNECTS FROM THIS rONCTION AND RESULTS IN A LEAKAGE OF BOOD OR SOLUTION,Recall,Hospital/Pharmacy/Laboratory,I,,Recall,can-venisystems-extension-set,Health Canada (via FOI),,
6ed2a9e9-aef2-4883-ae61-78aa92206691,2021-05-15,DEU,malfunction detected in diagnostic monitor,software update,Sponsor Control,Class 2,terminated,safety alert,diagnostic monitor,PMDA,HealthTech,diagnostic monitor
a870437c-a3cd-4230-b988-7ebd6f4c89d4,2020-12-29,MEX,documentation update detected in catheter,recall,Retail,Class 3,open,field safety,catheter,CDSCO,HealthTech,catheter
ff404af5-0438-4b17-91f0-831eeb1d5081,2025-08-04,FRA,quality problem detected in laser therapy unit,software update,Hospital,Class 2,classified,recall,laser therapy unit,TGA,HealthTech,laser therapy unit
1b3e707a-0cab-46c6-b246-f389c2f97476,2020-11-07,USA,infection detected in cardiac pacemaker,software update,Public Recall,Class 1,classified,safety alert,cardiac pacemaker,EMA,MediNova,cardiac pacemaker
178c92dc-8ffc-419a-89eb-ee156e5ef7f6,2025-07-20,CHN,cosmetic defect detected in dressing,software update,Sponsor Control,Class 3,terminated,field safety,dressing,MHRA,GlobalMed,dressing
f4bf0b0d-fd2d-4c2d-9226-0f6974961d4e,2023-06-28,IND,quality problem detected in diagnostic monitor,recall,Hospital,Class 2,terminated,safety alert,diagnostic monitor,TGA,BioCare,diagnostic monitor
fc15723b-ae65-408c-8694-eaff69e8bf82,2017-06-02,JPN,quality problem detected in laser therapy unit,recall,Wholesale,Class 2,open,safety alert,laser therapy unit,TGA,CardioPlus,laser therapy unit
ae0ce088-dd36-486d-baaa-b350ea4ad9e3,2021-08-28,JPN,packaging detected in bandage,software update,Retail,Class 3,open,recall,bandage,Health Canada,LifeSystems,bandage
100143,2017-02-20,USA,incorrect scatter labeling,Recall,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Recall,usa-device-recall-icat-classic-3d-dental-imaging-system,U.S. Food and Drug Administration,,
10cb2a15-c42d-43c9-a5da-ae36c6790fc9,2022-01-30,CHN,serious injury detected in defibrillator,terminated,Hospital,Class 1,classified,safety alert,defibrillator,Health Canada,HealthTech,defibrillator
795f2c9b-d0b7-4aff-ae82-ce8853348d64,2022-12-07,CAN,cardiac detected in defibrillator,recall,Public Recall,Class 1,open,safety alert,defibrillator,Health Canada,GlobalMed,defibrillator
7530acfd-e9a5-4f83-8279-eb8923152a6b,2025-08-03,FRA,documentation update detected in disposable glove,software update,Retail,Class 3,open,safety alert,disposable glove,MHRA,LifeSystems,disposable glove
bc3f1af3-2739-4e89-a3b2-cb5b0e573fd1,2025-06-18,CHN,quality problem detected in laser therapy unit,recall,Hospital,Class 2,terminated,field safety,laser therapy unit,PMDA,LifeSystems,laser therapy unit
76df18ed-b3dd-4c15-a2ac-15607b14323f,2015-09-27,JPN,instruction correction detected in syringe,software update,Sponsor Control,Class 3,classified,field safety,syringe,Health Canada,Meditech Corp,syringe
e709c286-d367-4a7e-a329-73e9eb447358,2019-08-05,MEX,cosmetic defect detected in bandage,software update,Retail,Class 3,terminated,safety alert,bandage,CDSCO,LifeSystems,bandage
69b2d4b9-c219-4634-af4d-0afecdec1e8f,2023-11-01,AUS,explosion detected in cardiac pacemaker,terminated,Public Recall,Class 1,classified,safety alert,cardiac pacemaker,EMA,MediNova,cardiac pacemaker
1a01804c-437b-40f9-a4c0-17215b16cb46,2024-02-15,JPN,software error detected in ultrasound machine,terminated,Wholesale,Class 2,terminated,recall,ultrasound machine,MHRA,BioCare,ultrasound machine
90a9ac0b-6089-40a7-a543-374bc965929c,2023-12-30,BRA,quality problem detected in diagnostic monitor,terminated,Hospital,Class 2,classified,safety alert,diagnostic monitor,PMDA,LifeSystems,diagnostic monitor
ec2c55d3-b745-47f7-b3b1-39418d10429e,2024-06-16,MEX,fatal detected in defibrillator,terminated,Public Recall,Class 1,open,recall,defibrillator,EMA,MediNova,defibrillator
348d6a6d-8e32-456a-a540-55d9672a2ae0,2016-05-23,AUS,paperwork detected in catheter,software update,Retail,Class 3,open,safety alert,catheter,Health Canada,CardioPlus,catheter
78584,2017-02-20,CHE,Device failure / Feature Before Use - Manufacturing,Recall,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Field Safety Notice,che-on-board-imager-obi,Swiss Agency for Therapeutic Products,,
1da78964-9f9a-4c57-ba83-02357536334a,2016-11-11,CHN,death detected in cardiac pacemaker,terminated,Hospital,Class 1,open,recall,cardiac pacemaker,FDA,GlobalMed,cardiac pacemaker
dc20961d-c34f-495d-940a-031f58ed0815,2020-12-14,IND,cosmetic defect detected in syringe,software update,Retail,Class 3,terminated,safety alert,syringe,PMDA,Meditech Corp,syringe
13cebd19-fbc5-4ec7-a6e7-a41e4929852c,2025-03-22,GBR,software error detected in diagnostic monitor,software update,Sponsor Control,Class 2,classified,recall,diagnostic monitor,MHRA,Meditech Corp,diagnostic monitor
06674cfc-323a-4134-bd0a-6f73ce89905a,2019-08-04,DEU,death detected in surgical implant,recall,Hospital,Class 1,open,recall,surgical implant,TGA,GlobalMed,surgical implant
53c7c56a-1652-46d5-a8c2-780070fae5a1,2017-05-30,CHN,death detected in infusion pump,software update,Public Recall,Class 1,classified,recall,infusion pump,EMA,GlobalMed,infusion pump
50c4a5b4-a323-48e6-9887-dacc7b7237b6,2020-03-05,USA,manufacturing defect detected in laser therapy unit,terminated,Wholesale,Class 2,classified,recall,laser therapy unit,CDSCO,HealthTech,laser therapy unit
073d312d-bf02-4fda-bd44-89be900a48e2,2023-05-23,,manufacturing defect detected in diagnostic monitdr,software update,Hospital,Class 2,,field safety,diagnostic monitor,FDA,Meditech Corp,diagnostic monitor
b97bb176-1775-4c23-8185-334502f5fac7,2021-04-06,AUS,malfunction detected in laser therapy unit,terminated,Wholesale,Class 2,terminated,recall,laser therapy unit,MHRA,GlobalMed,laser therapy unit
c6c4e44f-6fc9-42b7-b92e-4c6cbace215a,2017-05-06,CAN,software error detected in ultrasound machine,recall,Hospital,Class 2,terminated,recall,ultrasound machine,CDSCO,MediNova,ultrasound machine
13899,2017-02-20,USA,Some units of the EVOLUTION Tibial Base was affected by a casting tool issue which caused varying retaining wall thickness and keel offset in the finished product.,Recall,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Recall,usa-device-recall-evolution-mp-tibial-base-ref-etpkn8sr,U.S. Food and Drug Administration,,
58f4b6fc-79fa-4c10-904a-501c23f56f29,2023-05-16,USA,quality problem detected in laser therapy unit,terminated,Hospital,Class 2,terminated,safety alert,laser therapy unit,MHRA,GlobalMed,laser therapy unit
43c557f3-54a7-4766-aae2-8314b53c2dcc,2024-02-17,AUS,manufacturing defect detected in ultrasound machine,recall,Hospital,Class 2,terminated,recall,ultrasound machine,MHRA,HealthTech,ultrasound machine
6c88e8d3-c702-47a2-a65f-3ca8855f94e8,2016-09-03,JPN,explosion detected in cardiac pacemaker,terminated,Healthcare Professional,Class 1,terminated,field safety,cardiac pacemaker,TGA,HealthTech,cardiac pacemaker
64081,2017-02-20,CUB,Device failure / Feature Before Use - Manufacturing,Recall,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Safety alert,cub-galeo,Health Ministry of Cuba,,
0b574364-5d20-4a1e-9a4e-31c5300036da,2017-04-17,DEU,paperwork detected in disposable glove,recall,Sponsor Control,Class 3,terminated,safety alert,disposable glove,TGA,BioCare,disposable glove
71dd1b1a-eac9-4b1d-a5a5-f1b0bd432ecb,2025-02-04,AUS,software error detected in x-ray device,terminated,Wholesale,Class 2,terminated,safety alert,x-ray device,Health Canada,LifeSystems,x-ray device
8f7f2da0-32e7-4a0c-8c87-67dfaae6b0ed,2017-07-28,JPN,cardiac detected in infusion pump,recall,Hospital,Class 1,open,safety alert,infusion pump,CDSCO,Meditech Corp,infusion pump
43355,2017-10-26,SVN,"JJVC has opted for voluntary recall in order to provide customers with the highest quality products. We received a number of validated bristle reports found under the blister foil. The bristles in question were part of a cleaning brush that is regularly used in our production process. We replaced the brush with alternative, safety-tested equipment. There are no reports of side effects, as users noticed the bristle when opening the blister.
 
The local competent authority was informed of the recall.",Recall,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Field Safety Notice,svn-acuvue,Agency for Medicinal Products and Medical Devices of the Republic of Slovenia (via FOI),,
d0bc5d2c-374a-4112-91c7-30e10c1208c6,2017-12-24,BRA,explosion detected in cardiac pacemaker,recall,Hospital,Class 1,terminated,recall,cardiac pacemaker,MHRA,CardioPlus,cardiac pacemaker
97291,2017-02-20,,NEW LIMITATION ADDED: CLINICALLY RELEVANT PLASMA LEVELS OF CUBICIN CAUSE A SIGNIFICANT CONCENTRATION-DEPENDENT FALSE PROLONGATION OF PROTHROMBIN TIME (uT) AND ELEVATION OF INTERNATIONAL NORMALaZED RATIO (INR),Recall,Hospital/Pharmacy/Laboratory,II,,Recall,can-hemosil-recombiplas-tin,Health Canada (via FOI),,
58ba8c1e-d178-43db-b25e-d3c720a8f3e5,2017-06-21,AUS,implant detected in ventilator,software update,Public Recall,Class 1,open,recall,ventilator,EMA,GlobalMed,ventilator
37b8d69d-9a5e-4bac-ae29-400be14286ed,2018-12-02,CAN,serious injury detected in cardiac pacemaker,terminated,Healthcare Professional,Class 1,terminated,recall,cardiac pacemaker,CDSCO,MediNova,cardiac pacemaker
b607b2c6-5737-40fc-bcfd-9c9530bfb4a9,2021-04-28,JPN,software error detected in diagnostic monitor,software update,Hospital,Class 2,classified,recall,diagnostic monitor,Health Canada,MediNova,diagnostic monitor
34206,2012-11-15,DEU,Device failure / Feature Before Use - Manufacturing,"Safety Notice for the product MOSAIQ, Elekta",Hospital/Pharmacy/Laboratory,Class 2,Terminated,Field Safety Notice,deu-mosaiq,Bundesinstitut für Arzneimittel und Medizinprodukte,,
16ad0493-30e0-42d1-941e-607224ddd878,2016-10-12,FRA,death detected in cardiac pacemaker,terminated,Healthcare Professional,Class 1,open,field safety,cardiac pacemaker,EMA,GlobalMed,cardiac pacemaker
98570,2017-02-20,USA,Mounting bolts for tank fork assembly and collimator flange may become loose.,Recall,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Recall,usa-device-recall-mobilett-xp-032c0112,U.S. Food and Drug Administration,,
696f714a-fba9-42c1-b969-56c4ea62bc33,2017-12-09,USA,documentation update detected in dressing,software update,Sponsor Control,Class 3,terminated,recall,dressing,PMDA,GlobalMed,dressing
81510,2018-06-26,POL,Device failure / Feature Before Use - Manufacturing,Recall,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Field Safety Notice,pol-maestro-4000-heart-ablation-system,"Office for Registration of  Medicinal Products, Medical Devices and Biocidal Products",,
e15e3895-8589-4270-9cde-334b2e848391,2015-09-25,MEX,paperwork detected in catheter,software update,Sponsor Control,Class 3,classified,safety alert,catheter,EMA,LifeSystems,catheter
dc495e03-a38d-48ac-a2f4-d4c575540a90,2018-04-07,BRA,serious injury detected in ventilator,terminated,Hospital,Class 1,classified,recall,ventilator,EMA,MediNova,ventilator
39142,2015-05-21,DEU,Device failure / Feature Before Use - Manufacturing,"Corrective action for the toilet raiser fixed Hi-Loo and toilet armrest Supporter, Etac Supply Center AB",Hospital/Pharmacy/Laboratory,Class 2,Terminated,Field Safety Notice,deu-toilet-raiser-fixed-hi-loo-and-toilet-armrest-supporter,Bundesinstitut für Arzneimittel und Medizinprodukte,,
ddd40a37-a620-45fa-89cb-c09dbb5ac3e0,2018-02-03,IND,infection detected in defibrillator,recall,Public Recall,Class 1,open,safety alert,defibrillator,FDA,CardioPlus,defibrillator
919ba416-cd30-475d-8e23-10ebbd4194d8,2019-11-27,GBR,cardiac detected in infusion pump,terminated,Hospital,Class 1,classified,field safety,infusion pump,TGA,BioCare,infusion pump
ce6285df-c753-4709-b502-bd8e9a0ed3f7,2021-05-18,,herious injury detected in defibrillator,recall,Public Recall,Class 1,,field safety,defibrillator,Health Canada,BioCare,defibrillator
57217,2017-02-20,USA,A weakness in the plastic packaging tray could cause the tray to crack; compromising product sterility.,Recall,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Recall,usa-revolution-blood-pump-with-pc-coating,U.S. Food and Drug Administration,,
331b693c-a137-4d86-bde2-599ac5b7e12b,2019-04-06,DEU,paperwork detected in syringe,terminated,Retail,Class 3,open,field safety,syringe,MHRA,MediNova,syringe
69b2aa7a-2f68-4361-8287-463042b2f5d2,2022-12-22,AUS,serious injury detected in ventilator,recall,Public Recall,Class 1,classified,safety alert,ventilator,TGA,HealthTech,ventilator
69155119-ee09-4927-86c3-1031c12d9f28,2019-10-19,MEX,cardiac detected in surgical implant,recall,Public Recall,Class 1,terminated,safety alert,surgical implant,EMA,LifeSystems,surgical implant
3ff52789-5144-4de4-b31f-75830a6a17f1,2015-09-27,,cosmetic tefect detected in dressing,software update,Retail,Class 3,,safety alert,dressing,MHRA,CardioPlus,dressing
9bdfa624-44d6-4539-ad97-9de394632615,2023-09-23,,performance issue detected in diagnostic monioor,recall,Sponsor Control,Class 2,,field safety,diagnostic monitor,FDA,MediNova,diagnostic monitor
c2e1802f-a70e-44a4-bbac-9bd72e1fd77a,2019-02-10,CAN,instruction correction detected in disposable glove,software update,Retail,Class 3,open,field safety,disposable glove,TGA,CardioPlus,disposable glove
4ce5b3b4-c447-4ba7-9967-26d6f0ec277b,2016-08-27,BRA,infection detected in cardiac pacemaker,recall,Public Recall,Class 1,terminated,safety alert,cardiac pacemaker,FDA,HealthTech,cardiac pacemaker
b4197b89-8851-46f2-a761-bd1287f96f87,2023-06-19,JPN,cosmetic defect detected in syringe,software update,Retail,Class 3,classified,field safety,syringe,Health Canada,HealthTech,syringe
4c977910-0d66-4121-b96b-c93c0fed6e23,2016-09-05,JPN,performance issue detected in x-ray device,terminated,Wholesale,Class 2,terminated,recall,x-ray device,CDSCO,CardioPlus,x-ray device
e46fa0dd-100c-4948-8ad3-8fa65f04a1f4,2022-12-27,DEU,cosmetic defect detected in syringe,software update,Retail,Class 3,classified,field safety,syringe,EMA,BioCare,syringe
2725,2017-03-06,JPN,Device failure / Feature Before Use - Manufacturing,Recall,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Recall,jpn-f-p-nasal-mask,"Pharmaceuticals and Medical Devices Agency, Japan",,
2b7e21fc-204a-4479-bad5-70697e1d498f,2018-08-20,GBR,death detected in infusion pump,terminated,Public Recall,Class 1,classified,field safety,infusion pump,FDA,Meditech Corp,infusion pump
978369ad-ce91-4ba2-919b-0b58dbb3b16b,2021-01-07,,implant detecfed in infusion pump,terminated,Healthcare Professional,Class 1,,recall,infusion pump,TGA,HealthTech,infusion pump
7dd34e32-d735-4aa7-8cd3-fcfafd25af68,2022-06-13,MEX,software error detected in diagnostic monitor,terminated,Hospital,Class 2,terminated,recall,diagnostic monitor,TGA,Meditech Corp,diagnostic monitor
0541c9a8-a5bf-4f03-ae64-080e61cc0826,2019-09-25,,implant detected in ventilator,recall,Hospital,Class 1,,safety alert,ventilator,TGA,BioCare,ventilator
597b8a44-d0b6-4091-ad83-3e4245161cd2,2023-08-30,DEU,quality problem detected in x-ray device,recall,Wholesale,Class 2,classified,recall,x-ray device,PMDA,LifeSystems,x-ray device
