Event_ID,Date,Country,Reason,Action_Summary,Action_Level,Action_Classification,Status,Type,Device,Source,manufacturer_name,device_name
b112925a-27c1-48e0-a4c1-05d8a969af71,21/06/24,,malpunction detected in ultrasound machine,recall,Wholesale,Class 2,,safety alert,ultrasound machine,TGA,BioCare,ultrasound machine
51efe7f1-e7d4-4586-8f2f-b52f08a48eef,15/11/24,FRA,quality problem detected in diagnostic monitor,recall,Wholesale,Class 2,open,recall,diagnostic monitor,CDSCO,MediNova,diagnostic monitor
55d4154c-90bd-45d4-8527-3112919444dc,10/03/23,BRA,paperwork detected in catheter,recall,Retail,Class 3,classified,field safety,catheter,CDSCO,GlobalMed,catheter
b0760b1d-c248-4642-a1ca-0a91787e323f,07/06/19,MEX,implant detected in defibrillator,recall,Public Recall,Class 1,classified,safety alert,defibrillator,PMDA,MediNova,defibrillator
ddf19a87-390a-4960-8420-435ed29e054f,09/09/15,AUS,packaging detected in disposable glove,software update,Retail,Class 3,classified,safety alert,disposable glove,CDSCO,MediNova,disposable glove
25a8244a-43aa-45ff-b211-7067d6ec6323,10/10/21,IND,paperwork detected in catheter,software update,Retail,Class 3,classified,field safety,catheter,FDA,MediNova,catheter
b795dadd-df1d-45a3-81fe-f20a3f0e31b7,16/01/24,GBR,death detected in infusion pump,recall,Public Recall,Class 1,terminated,recall,infusion pump,PMDA,GlobalMed,infusion pump
725f71e7-a5b0-40ca-9ebd-46acc8b39231,10/07/19,FRA,serious injury detected in surgical implant,software update,Hospital,Class 1,terminated,safety alert,surgical implant,PMDA,MediNova,surgical implant
162b5875-7f86-4282-8845-5e62645c69e6,01/04/24,,implant detected in defibrillator,recall,Healthcare Professional,Class 1,,safety alert,defibrillator,MHRA,GlobalMed,defibrillator
1135cc54-957b-4d99-a18d-910befd40fdb,23/08/24,USA,paperwork detected in dressing,software update,Sponsor Control,Class 3,terminated,safety alert,dressing,TGA,GlobalMed,dressing
c84525a6-f118-4be5-bf02-a9d1322bddf0,22/09/16,GBR,packaging detected in catheter,software update,Sponsor Control,Class 3,terminated,recall,catheter,TGA,BioCare,catheter
dbddb683-2dae-4fcb-bfda-979afa5af752,14/01/18,USA,paperwork detected in disposable glove,software update,Retail,Class 3,open,safety alert,disposable glove,TGA,BioCare,disposable glove
aa204475-a3c6-4024-860b-4b681158cee5,30/10/24,JPN,instruction correction detected in bandage,terminated,Retail,Class 3,classified,field safety,bandage,TGA,BioCare,bandage
a36216f9-165a-4999-bedd-e455bdb68f85,23/09/23,CAN,implant detected in surgical implant,terminated,Healthcare Professional,Class 1,classified,recall,surgical implant,TGA,MediNova,surgical implant
f183f68f-1281-4775-806d-1a324af60590,19/03/16,IND,serious injury detected in cardiac pacemaker,recall,Hospital,Class 1,classified,field safety,cardiac pacemaker,CDSCO,GlobalMed,cardiac pacemaker
08e572ae-7128-4e99-b0f9-7ea346ad33d7,24/12/19,BRA,serious injury detected in ventilator,recall,Hospital,Class 1,classified,safety alert,ventilator,CDSCO,BioCare,ventilator
5cc3f981-b883-4478-b896-bed316c78ab1,25/08/24,MEX,paperwork detected in bandage,recall,Sponsor Control,Class 3,open,recall,bandage,Health Canada,GlobalMed,bandage
957472db-8714-477d-90c5-15ac2971a107,05/03/17,IND,instruction correction detected in catheter,software update,Retail,Class 3,terminated,safety alert,catheter,EMA,BioCare,catheter
35930002-56fa-46fe-b23b-06fe72cf8346,14/01/25,DEU,quality problem detected in laser therapy unit,software update,Hospital,Class 2,terminated,recall,laser therapy unit,PMDA,BioCare,laser therapy unit
70e52c4c-8057-4a3c-b12b-ff0398348b96,02/05/19,DEU,performance issue detected in ultrasound machine,recall,Sponsor Control,Class 2,classified,safety alert,ultrasound machine,MHRA,MediNova,ultrasound machine
39bd9536-f41d-4825-bd4e-3c8de4096ff0,05/04/17,FRA,serious injury detected in cardiac pacemaker,terminated,Public Recall,Class 1,open,recall,cardiac pacemaker,PMDA,MediNova,cardiac pacemaker
6a912b63-f1ff-4eba-bb69-8f72c51b7996,03/11/15,,denth detected in ventilator,software update,Public Recall,Class 1,,safety alert,ventilator,TGA,MediNova,ventilator
af7bd65e-db6e-409b-9d28-43e174f85a09,10/07/16,DEU,implant detected in cardiac pacemaker,terminated,Healthcare Professional,Class 1,classified,recall,cardiac pacemaker,MHRA,BioCare,cardiac pacemaker
b89a9e58-827c-4c0f-bdab-fdf8d980e470,02/01/16,GBR,paperwork detected in disposable glove,recall,Retail,Class 3,open,safety alert,disposable glove,CDSCO,BioCare,disposable glove
a0b95682-558a-496e-ba72-e88f30a40459,22/12/15,,hmplant detected in surgical implant,recall,Healthcare Professional,Class 1,,safety alert,surgical implant,PMDA,MediNova,surgical implant
a80ead41-7121-44a7-9516-f8510ddd3d8e,11/11/18,MEX,documentation update detected in bandage,recall,Retail,Class 3,open,recall,bandage,MHRA,MediNova,bandage
481aa101-0f6a-4067-a01a-b4716c78f2ec,01/01/16,MEX,implant detected in ventilator,software update,Public Recall,Class 1,classified,recall,ventilator,PMDA,BioCare,ventilator
b26fe183-4d07-4402-b778-0a5a33fde5a2,05/02/19,MEX,paperwork detected in bandage,software update,Sponsor Control,Class 3,classified,recall,bandage,TGA,GlobalMed,bandage
bf038c51-aa48-4a0a-b910-1eabd5a5c61f,08/03/18,AUS,serious injury detected in surgical implant,terminated,Healthcare Professional,Class 1,classified,field safety,surgical implant,FDA,MediNova,surgical implant
c1902068-1840-4894-b8e3-26b6b717b666,10/02/17,,pejformance issue detected in ultrasound machine,recall,Wholesale,Class 2,,field safety,ultrasound machine,EMA,GlobalMed,ultrasound machine
f9039a56-de46-430e-a236-a1732de279cf,15/09/20,FRA,fatal detected in infusion pump,terminated,Public Recall,Class 1,open,recall,infusion pump,CDSCO,MediNova,infusion pump
fbd06271-72b8-47dd-bd80-4936ec7c52c9,12/01/21,,death detected in defibrillator,terminated,Public Recall,Class 1,,field safety,defibrillator,FDA,MediNova,defibrillator
8aceb4e2-0784-4958-8a62-34bf8e6e9ac6,18/04/17,DEU,infection detected in defibrillator,terminated,Public Recall,Class 1,classified,safety alert,defibrillator,CDSCO,MediNova,defibrillator
797288df-03cf-4e87-8706-a56e182d3006,30/07/19,FRA,performance issue detected in diagnostic monitor,terminated,Wholesale,Class 2,open,field safety,diagnostic monitor,PMDA,GlobalMed,diagnostic monitor
053019b0-3347-4a5e-82f4-5736c434dcc9,13/09/21,BRA,explosion detected in ventilator,recall,Public Recall,Class 1,open,safety alert,ventilator,FDA,GlobalMed,ventilator
ce730cce-3d0f-402d-b388-dd95cd978220,13/06/17,JPN,explosion detected in ventilator,recall,Hospital,Class 1,open,field safety,ventilator,PMDA,GlobalMed,ventilator
8ae98fb8-1115-4193-a989-8166e5d8e525,25/04/18,CAN,serious injury detected in ventilator,recall,Healthcare Professional,Class 1,open,safety alert,ventilator,FDA,MediNova,ventilator
27b9a5ef-72ba-4e86-85ff-0fe62b192a0f,06/04/19,,manufacturing defect detected in laser bherapy unit,recall,Wholesale,Class 2,,recall,laser therapy unit,FDA,BioCare,laser therapy unit
76c85b5c-24e8-42c9-874d-34d45e0cbf33,19/03/18,,performance issue detected in laser therapy unit,software update,Wholesale,Class 2,,safety alert,laser therapy unit,Health Canada,MediNova,laser therapy unit
c7994d83-1db0-4dc4-8066-b9c834ebe650,15/08/23,BRA,quality problem detected in diagnostic monitor,software update,Wholesale,Class 2,open,safety alert,diagnostic monitor,Health Canada,GlobalMed,diagnostic monitor
82298d85-b0c1-4ec6-9eb2-585eeb01c3a5,12/06/20,MEX,infection detected in infusion pump,terminated,Healthcare Professional,Class 1,classified,field safety,infusion pump,FDA,BioCare,infusion pump
08b0116a-dd3c-4888-86dc-5428eb202fb5,18/10/20,MEX,death detected in infusion pump,recall,Healthcare Professional,Class 1,classified,safety alert,infusion pump,FDA,GlobalMed,infusion pump
86495edb-e788-4747-944e-b8764a4e62de,28/08/24,JPN,instruction correction detected in dressing,software update,Retail,Class 3,open,safety alert,dressing,MHRA,GlobalMed,dressing
50fb9dab-9756-4176-9091-56a5fb215198,11/01/21,,perfjrmance issue detected in diagnostic monitor,recall,Wholesale,Class 2,,recall,diagnostic monitor,PMDA,MediNova,diagnostic monitor
f5cc9bb6-e574-4a67-aa69-5b3089507f40,07/06/22,MEX,fatal detected in surgical implant,recall,Healthcare Professional,Class 1,classified,safety alert,surgical implant,Health Canada,MediNova,surgical implant
abb0e7c8-21d9-49b4-be3a-acfe3ca0d09b,31/03/23,BRA,malfunction detected in ultrasound machine,recall,Sponsor Control,Class 2,classified,recall,ultrasound machine,TGA,MediNova,ultrasound machine
975b875c-18ab-41bc-9eb2-0d4c5cc39288,31/07/19,MEX,fatal detected in ventilator,terminated,Public Recall,Class 1,terminated,field safety,ventilator,FDA,MediNova,ventilator
a090c40c-689e-4fb3-ad24-b154e63b3957,15/02/18,BRA,fatal detected in defibrillator,terminated,Hospital,Class 1,classified,field safety,defibrillator,FDA,BioCare,defibrillator
53b08fc7-73eb-4070-b1ba-8b7c655a61d7,30/01/17,MEX,serious injury detected in defibrillator,recall,Hospital,Class 1,open,recall,defibrillator,PMDA,MediNova,defibrillator
7e62b9f6-91ce-4133-b561-9266ae8e92e0,15/10/23,IND,death detected in cardiac pacemaker,terminated,Healthcare Professional,Class 1,classified,safety alert,cardiac pacemaker,MHRA,MediNova,cardiac pacemaker
ed1a48b2-a583-4851-9e66-323bd8e14f7d,16/02/24,IND,software error detected in diagnostic monitor,software update,Hospital,Class 2,classified,safety alert,diagnostic monitor,EMA,MediNova,diagnostic monitor
ce35cadf-ef62-4230-a3a3-5d8345b4402e,24/10/16,AUS,instruction correction detected in syringe,software update,Retail,Class 3,open,field safety,syringe,CDSCO,MediNova,syringe
43aadb85-d51a-424f-9180-f78c240afa3e,03/03/17,IND,malfunction detected in x-ray device,recall,Sponsor Control,Class 2,classified,safety alert,x-ray device,FDA,GlobalMed,x-ray device
be0b6463-249f-4206-9ad9-3f7e126369d8,04/09/18,DEU,quality problem detected in diagnostic monitor,terminated,Wholesale,Class 2,terminated,recall,diagnostic monitor,PMDA,BioCare,diagnostic monitor
4b9fa05d-29df-426b-99c1-5fc91af358bd,02/10/17,FRA,serious injury detected in surgical implant,terminated,Public Recall,Class 1,terminated,safety alert,surgical implant,MHRA,MediNova,surgical implant
46b970ea-d738-4408-9811-230e55e00808,04/05/21,JPN,cardiac detected in ventilator,recall,Public Recall,Class 1,open,field safety,ventilator,MHRA,MediNova,ventilator
2e2018d2-33f7-4b59-b53c-aa934c49b506,23/12/20,DEU,cardiac detected in infusion pump,software update,Hospital,Class 1,open,safety alert,infusion pump,PMDA,BioCare,infusion pump
28c525ab-f86e-472d-beef-8a9445bfd018,16/10/20,,paperwork detected in disposable gpove,recall,Sponsor Control,Class 3,,safety alert,disposable glove,FDA,MediNova,disposable glove
73cf0ea0-fe05-4b2f-b905-112a6dadd767,15/12/15,IND,software error detected in laser therapy unit,recall,Hospital,Class 2,classified,field safety,laser therapy unit,EMA,BioCare,laser therapy unit
b1ab39e1-fb3a-40bf-a17c-5913ff9562bd,27/03/16,JPN,software error detected in ultrasound machine,terminated,Sponsor Control,Class 2,terminated,safety alert,ultrasound machine,MHRA,GlobalMed,ultrasound machine
25611311-ca1b-440f-bca9-d4ef21f5c976,05/12/17,DEU,malfunction detected in ultrasound machine,recall,Sponsor Control,Class 2,open,recall,ultrasound machine,PMDA,MediNova,ultrasound machine
b6bc0ad2-9909-4dc7-8b8e-25b44d94485e,20/05/19,JPN,software error detected in ultrasound machine,software update,Wholesale,Class 2,open,recall,ultrasound machine,PMDA,GlobalMed,ultrasound machine
7dc77bea-8a17-48dc-bf6d-4a2ad04c63df,21/11/20,AUS,cosmetic defect detected in syringe,software update,Wholesale,Class 3,classified,recall,syringe,FDA,BioCare,syringe
d2553c54-9561-484b-bc7f-4ad3fc091958,31/07/18,,software error detected in diagncstic monitor,terminated,Wholesale,Class 2,,recall,diagnostic monitor,TGA,GlobalMed,diagnostic monitor
c1d574b5-ae8a-4a8d-8078-94464723642a,28/09/17,AUS,implant detected in ventilator,terminated,Healthcare Professional,Class 1,classified,recall,ventilator,CDSCO,GlobalMed,ventilator
9528f169-a0ad-4402-8584-b02f8b9a62bc,27/10/17,AUS,documentation update detected in syringe,software update,Retail,Class 3,classified,field safety,syringe,Health Canada,MediNova,syringe
c042483f-ab28-4720-ad6c-f6a05d574915,24/06/17,JPN,serious injury detected in defibrillator,terminated,Hospital,Class 1,classified,field safety,defibrillator,PMDA,GlobalMed,defibrillator
4c9f6014-bd94-4369-80ee-245da6cecc4e,24/07/24,AUS,quality problem detected in laser therapy unit,terminated,Sponsor Control,Class 2,classified,recall,laser therapy unit,PMDA,BioCare,laser therapy unit
cca618cb-0098-464d-8c15-b20b1c3b21f8,13/07/21,,death detecsed in surgical implant,recall,Healthcare Professional,Class 1,,recall,surgical implant,PMDA,BioCare,surgical implant
2d2bbabf-b0d8-4d75-a386-9f2d371ef9ae,11/12/23,JPN,manufacturing defect detected in x-ray device,terminated,Hospital,Class 2,classified,safety alert,x-ray device,Health Canada,MediNova,x-ray device
868208bc-42d2-470d-900a-5ff2220515b7,03/08/20,USA,performance issue detected in ultrasound machine,software update,Hospital,Class 2,open,safety alert,ultrasound machine,EMA,BioCare,ultrasound machine
22829802-8f83-47b6-8250-22eefd2cda6d,21/04/16,BRA,death detected in ventilator,terminated,Public Recall,Class 1,open,safety alert,ventilator,TGA,MediNova,ventilator
22ab1541-95ab-4b34-bb72-988d5293b1a6,09/03/16,CHN,malfunction detected in x-ray device,software update,Sponsor Control,Class 2,terminated,safety alert,x-ray device,CDSCO,MediNova,x-ray device
e32d36df-df91-4308-84f2-9adf475998a6,02/02/20,IND,cosmetic defect detected in disposable glove,software update,Sponsor Control,Class 3,open,safety alert,disposable glove,EMA,BioCare,disposable glove
fbc9de8e-f679-4a44-92a7-a5b737401e06,13/12/18,BRA,paperwork detected in dressing,recall,Sponsor Control,Class 3,open,recall,dressing,Health Canada,BioCare,dressing
17c65b56-fc69-4370-865b-cd1fe7609f8e,13/05/22,GBR,cosmetic defect detected in disposable glove,software update,Retail,Class 3,terminated,recall,disposable glove,PMDA,MediNova,disposable glove
4d5e7eeb-d5a7-4de0-bc1f-7f389dc89fea,06/03/24,,quagity problem detected in x-ray device,software update,Sponsor Control,Class 2,,safety alert,x-ray device,FDA,BioCare,x-ray device
676ebd6a-b70e-4480-9c26-8e68869b11c6,10/03/23,DEU,death detected in cardiac pacemaker,recall,Hospital,Class 1,terminated,recall,cardiac pacemaker,EMA,MediNova,cardiac pacemaker
aaa53ee8-cf3e-4527-99e8-bdd5e7e5ed19,30/08/21,,paperwork dehected in bandage,software update,Retail,Class 3,,recall,bandage,EMA,MediNova,bandage
2b54ba31-64d1-438f-b649-4da21d713f81,07/05/16,CHN,explosion detected in ventilator,terminated,Public Recall,Class 1,classified,safety alert,ventilator,FDA,BioCare,ventilator
1572f1ca-e50e-4ce4-a10c-9e0c3a200d4d,04/05/20,BRA,infection detected in ventilator,recall,Public Recall,Class 1,terminated,field safety,ventilator,EMA,MediNova,ventilator
41c39a33-5b09-4e77-aae8-0beabfc03a6f,16/05/17,AUS,death detected in infusion pump,terminated,Hospital,Class 1,classified,safety alert,infusion pump,TGA,GlobalMed,infusion pump
70084f3c-d150-49d2-9062-26fad4d33f28,04/03/22,CHN,fatal detected in cardiac pacemaker,recall,Public Recall,Class 1,terminated,recall,cardiac pacemaker,PMDA,BioCare,cardiac pacemaker
6658a724-40af-4fce-bb82-da8be1b14b20,03/09/20,IND,infection detected in infusion pump,terminated,Public Recall,Class 1,open,recall,infusion pump,EMA,GlobalMed,infusion pump
23df6f14-cdaf-4f47-9590-4659b940af1f,20/02/17,MEX,paperwork detected in bandage,recall,Wholesale,Class 3,terminated,field safety,bandage,CDSCO,MediNova,bandage
51684e93-139c-4af5-a044-1f98867db2b0,04/06/16,CHN,paperwork detected in catheter,recall,Retail,Class 3,open,recall,catheter,CDSCO,MediNova,catheter
de1ca076-c115-4cc0-9209-72683a4915ca,01/08/22,GBR,death detected in cardiac pacemaker,recall,Healthcare Professional,Class 1,terminated,recall,cardiac pacemaker,CDSCO,BioCare,cardiac pacemaker
aeb92721-c466-4712-abea-0ae88dac3a38,26/01/17,BRA,infection detected in defibrillator,recall,Healthcare Professional,Class 1,classified,field safety,defibrillator,PMDA,GlobalMed,defibrillator
dd5d1b1a-4435-48af-8f87-b1f734e117d1,06/02/21,IND,cosmetic defect detected in syringe,terminated,Wholesale,Class 3,classified,recall,syringe,MHRA,BioCare,syringe
c2a0e45a-5d33-4502-8628-8479ba1068e2,02/01/19,GBR,fatal detected in surgical implant,recall,Healthcare Professional,Class 1,classified,safety alert,surgical implant,CDSCO,GlobalMed,surgical implant
121a0678-26aa-4eeb-bd26-64934c4aa06d,22/10/24,MEX,death detected in defibrillator,terminated,Healthcare Professional,Class 1,classified,field safety,defibrillator,FDA,BioCare,defibrillator
e0e900e9-1a9d-4d0a-aa0f-17bed949a665,13/05/21,FRA,cosmetic defect detected in catheter,software update,Wholesale,Class 3,terminated,recall,catheter,CDSCO,GlobalMed,catheter
b79fd0af-1b5f-4fe2-8525-1735664d9bb9,29/01/23,IND,explosion detected in defibrillator,terminated,Public Recall,Class 1,open,safety alert,defibrillator,TGA,BioCare,defibrillator
32af5aca-7ee0-4255-aaf6-ffd4e80e1f60,22/08/20,CAN,fatal detected in cardiac pacemaker,terminated,Hospital,Class 1,open,field safety,cardiac pacemaker,CDSCO,BioCare,cardiac pacemaker
0b60a551-7942-4b82-a53a-0e39e168f78a,24/07/24,AUS,fatal detected in defibrillator,terminated,Public Recall,Class 1,open,field safety,defibrillator,MHRA,GlobalMed,defibrillator
48f98732-2bdb-4668-a609-21cb11422003,25/04/17,,malfunction detected in diagnostic monitor,terminated,Wholesale,Class 2,,recall,diagnostic monitor,CDSCO,MediNova,diagnostic monitor
b308aea1-5459-42ae-80e0-37a7fb87c6aa,29/04/19,FRA,implant detected in infusion pump,terminated,Public Recall,Class 1,classified,field safety,infusion pump,CDSCO,BioCare,infusion pump
682dc752-8461-4977-a928-83215d446cc4,18/06/24,GBR,implant detected in defibrillator,terminated,Public Recall,Class 1,open,safety alert,defibrillator,PMDA,GlobalMed,defibrillator
